Driver,Tim Greven
Vehicle,audir8gt3
Venue,imola gp
Session,Test
Session Date,01/02/2021
Session Time,19:50:41
Sample Rate,60,Hz
Session Duration,37.8,s

AirTemp,AirDensity,LapBestNLapLap,LFwearL,Alt,LFtempM,LFpressure,AirPressure,LapDeltaToBestLap,LRtempM,Clutch,Brake,CFSRrideHeight,BrakeRaw,LFtempL,LapDeltaToBestLap_OK,CpuUsageBG,LFTiresUsed,IsOnTrack,FastRepairAvailable,LRtempR,DriverMarker,Lap,dpFuelAddKg,LapBestNLapTime,EngineWarnings,EnterExitReset,FastRepairUsed,FogLevel,LFbrakeLinePress,FrameRate,LFtempCL,SessionFlags,FrontTireSetsAvailable,Gear,LFshockDefl,FrontTireSetsUsed,TireRR_RumblePitch,LapBestLap,FuelLevel,LRwearL,LRpressure,RFcoldPressure,FuelLevelPct,RRcoldPressure,LFtempCR,FuelPress,FuelUsePerHour,LRwearM,HandbrakeRaw,IsOnTrackCar,LFTiresAvailable,LRtempCM,LRspeed,LRshockVel,LFcoldPressure,LFrideHeight,LFshockVel,LRtempCL,LFspeed,LFtempCM,LFtempR,RightTireSetsUsed,LFwearM,LFwearR,LRTiresAvailable,RRTiresAvailable,LRTiresUsed,LRbrakeLinePress,SteeringWheelAngleMax,LRcoldPressure,LRrideHeight,YawRate,LRshockDefl,LRtempCR,LRtempL,SteeringWheelPctTorque,LRwearR,LapBestLapTime,PitOptRepairLeft,LapCompleted,LapCurrentLapTime,dcTractionControl,LapDeltaToSessionBestLap_OK,LapDeltaToBestLap_DD,LapDeltaToOptimalLap,LapDeltaToOptimalLap_DD,LapDeltaToOptimalLap_OK,LapDist,LapDeltaToSessionBestLap,LapDeltaToSessionBestLap_DD,WaterLevel,LapDeltaToSessionLastlLap,LapDeltaToSessionLastlLap_DD,Voltage,LapDeltaToSessionLastlLap_OK,LapDeltaToSessionOptimalLap,PlayerCarPosition,PlayerCarClassPosition,PitSvRFP,LapDeltaToSessionOptimalLap_DD,LapDeltaToSessionOptimalLap_OK,LapDistPct,SteeringWheelPctTorqueSignStops,RRshockVel,LapLasNLapSeq,LapLastLapTime,LapLastNLapTime,Roll,Lat,LatAccel,LeftTireSetsAvailable,RRtempM,LeftTireSetsUsed,SessionTime,PitRepairLeft,Lon,PlayerCarMyIncidentCount,LongAccel,ManifoldPress,RFtempCR,ManualBoost,ManualNoBoost,OilLevel,OilPress,OilTemp,SessionTimeOfDay,OnPitRoad,PaceMode,PitSvFlags,PitSvLRP,PitSvFuel,PitSvLFP,RightTireSetsAvailable,PitSvRRP,PitSvTireCompound,Pitch,dpRRTireChange,PitchRate,PitsOpen,PlayerCarTeamIncidentCount,PitstopActive,TireSetsAvailable,PlayerCarDriverIncidentCount,PlayerCarDryTireSetLimit,PlayerCarIdx,PlayerCarPowerAdjust,PlayerCarInPitStall,RFshockDefl,PlayerCarPitSvStatus,PlayerCarTowTime,PlayerCarWeightPenalty,PlayerTireCompound,dpFastRepair,PlayerTrackSurface,PlayerTrackSurfaceMaterial,PushToPass,RFTiresAvailable,RFTiresUsed,RFbrakeLinePress,RFpressure,RFrideHeight,RFshockVel,RFspeed,RFtempCL,RFtempCM,RFtempL,RFtempM,RFtempR,RFwearL,RFwearM,RFwearR,RPM,RRTiresUsed,RRbrakeLinePress,dpLRTireColdPress,RRpressure,RRrideHeight,RRshockDefl,RRspeed,RRtempCL,RRtempCM,WindVel,RRtempCR,RRtempL,RRtempR,RRwearL,dpLRTireChange,RRwearM,RRwearR,RearTireSetsAvailable,RearTireSetsUsed,RelativeHumidity,RollRate,SessionLapsRemain,SessionLapsRemainEx,SessionNum,SessionState,SessionTick,SessionTimeRemain,SessionUniqueID,ShiftGrindRPM,ShiftIndicatorPct,ShiftPowerPct,Skies,Speed,dpFuelFill,SteeringWheelAngle,SteeringWheelPctDamper,SteeringWheelPctTorqueSign,SteeringWheelTorque,Throttle,ThrottleRaw,TireLF_RumblePitch,TireLR_RumblePitch,TireRF_RumblePitch,TireSetsUsed,TrackTemp,TrackTempCrew,VelocityX,VelocityY,VelocityZ,VertAccel,WaterTemp,WeatherType,WindDir,Yaw,YawNorth,dcABS,dcBrakeBias,dcPitSpeedLimiterToggle,dcHeadlightFlash,dcStarter,dcThrottleShape,dcTractionControlToggle,dpLFTireChange,dpLFTireColdPress,dpRFTireChange,dpRFTireColdPress,dpRRTireColdPress,dpWindshieldTearoff
25.14,1.22628,0,100,42.1639,44.0871,141.311,29.7725,0,61.0563,100,0,0.0495889,0,44.4688,0,9.59995,0,1,0,61.041,0,0,0,0,16,2,0,0,0,120.498,44.2742,268698112,1,1,0.0339894,0,0,0,59.9547,100,141.322,141.343,49.9623,141.343,44.2742,5.83,15.3078,100,0,1,1,44.2759,5.13095,-0.00919991,141.343,0.0560753,-0.0105527,44.2759,4.96438,44.2742,44.0627,0,100,100,1,1,0,0,11.6155,141.343,0.0801992,-0.0022786,0.040137,44.2759,50.9756,0.197501,100,0,0,-1,0,6,0,0,0,0,0,47.5107,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.977285,0.632628,-0.0123306,0,0,0,-0.00353073,44.3444104058266,-0.0203969,1,60.5853,0,88.0833338419562,0,11.7159556948817,0,0.348298,1.00819,44.2742,0,0,9,3.93763,78.239,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00406511,0,0.021225,1,0,0,1,0,0,0,0,0,0.0329751,0,0,0,0,0,2,5,0,1,0,0,141.311,0.0573343,0.0041451,4.96599,44.2742,44.2742,44.071,44.1014,44.4691,100,100,100,1409.09,0,0,141.342,141.322,0.0777006,0.0412646,5.13274,44.2759,44.2759,2.93784,44.2759,60.5866,47.8758,100,0,100,100,1,0,46.7158,-0.00582185,32767,32767,0,4,5345,604800,1,0,100,0,0,4.93667,0,-0.0237278,0,0.197501,0.216359,100,100,0,0,0,0,37.7778,37.7778,4.93666,0.00326892,0.0394214,0.970598,77.4029,1,4.67734,0.157853,4.75192,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,44.0707,141.31,29.7725,0,60.9703,100,0,0.0482841,0,44.4575,0,9.59995,0,1,0,60.9552,0,0,0,0,16,2,0,0,0,120.474,44.2742,268698112,1,1,0.0338898,0,0,0,59.9546,100,141.322,141.343,49.9622,141.343,44.2742,5.83,15.9295,100,0,1,1,44.2759,5.21371,-0.0135479,141.343,0.0558995,-0.00156716,44.2759,5.03349,44.2742,44.0455,0,100,100,1,1,0,0,11.6155,141.343,0.0805807,-0.00190447,0.0399632,44.2759,50.9412,0.462274,100,0,0,-1,0,6,0,0,0,0,0,47.595,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.979019,1.12181,-0.0304919,0,0,0,-0.00364793,44.344410495909,-0.0129457,1,60.5017,0,88.1000005086229,0,11.7159546916968,0,0.368298,1.00819,44.2742,0,0,9,3.93761,78.237,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00450476,0,0.0320594,1,0,0,1,0,0,0,0,0,0.032763,0,0,0,0,0,2,5,0,1,0,0,141.31,0.0588584,-0.0296709,5.01268,44.2742,44.2742,44.0541,44.0871,44.4579,100,100,100,1450.52,0,0,141.342,141.322,0.0782967,0.0409096,5.21154,44.2759,44.2759,2.93895,44.2759,60.5031,47.8521,100,0,100,100,1,0,46.7158,-0.00138705,32767,32767,0,4,5346,604800,1,0,100,0,0,4.99607,0,-0.0268746,0,0.462274,0.405517,100,100,0,0,0,0,37.7778,37.7778,4.99607,0.00124341,0.0338345,0.927647,77.4036,1,4.67736,0.157817,4.75196,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,44.0538,141.309,29.7725,0,60.8858,100,0,0.0464911,0,44.4463,0,9.49995,0,1,0,60.8708,0,0,0,0,16,2,0,0,0,120.537,44.2742,268698112,1,1,0.0339631,0,0,0,59.9545,100,141.322,141.343,49.9621,141.343,44.2742,5.83,16.421,100,0,1,1,44.2759,5.28491,-0.0164083,141.343,0.0554567,0.0106178,44.2759,5.09999,44.2742,44.0282,0,100,100,1,1,0,0,11.6155,141.343,0.0811225,-0.0018824,0.0396861,44.2759,50.9067,0.345545,100,0,0,-1,0,6,0,0,0,0,0,47.6803,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.980774,1.03036,-0.0340308,0,0,0,-0.0035826,44.344410495909,-0.0243016,1,60.4195,0,88.1166671752896,0,11.7159535631855,0,0.392066,1.00819,44.2742,0,0,9,3.9376,78.2351,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00509411,0,0.0364167,1,0,0,1,0,0,0,0,0,0.032678,0,0,0,0,0,2,5,0,1,0,0,141.309,0.0574544,0.0253246,5.08068,44.2742,44.2742,44.0373,44.0721,44.4467,100,100,100,1482.87,0,0,141.342,141.321,0.0791141,0.0403583,5.28184,44.2759,44.2759,2.94004,44.2759,60.4208,47.8284,100,0,100,100,1,0,46.7158,0.00590085,32767,32767,0,4,5347,604800,1,0,100,0,0,5.05932,0,-0.0307489,0,0.345545,0.182364,100,100,0,0,0,0,37.7778,37.7778,5.05932,-0.00144313,0.0277091,0.96158,77.4044,1,4.67739,0.157784,4.75199,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,44.0394,141.309,29.7725,0,60.8024,100,0,0.0446218,0,44.435,0,9.59995,0,1,0,60.7874,0,0,0,0,16,2,0,0,0,120.345,44.2742,268698112,1,1,0.0338074,0,0,0,59.9544,100,141.321,141.343,49.962,141.343,44.2742,5.83,16.7112,100,0,1,1,44.2759,5.35866,-0.000925608,141.343,0.0564693,-0.032455,44.2759,5.15189,44.2742,44.0109,0,100,100,1,1,0,0,11.6155,141.343,0.0815421,-0.00155742,0.0395154,44.2759,50.8723,0.227526,100,0,0,-1,0,6,0,0,0,0,0,47.7668,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.982552,0.744583,-0.0350372,0,0,0,-0.00357066,44.344410495909,-0.0281369,1,60.338,0,88.1333338419562,0,11.7159525600006,0,0.423657,1.00819,44.2742,0,0,9,3.93758,78.2332,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00565582,0,0.031139,1,0,0,1,0,0,0,0,0,0.0332946,0,0,0,0,0,2,5,0,1,0,0,141.309,0.0559666,0.0411903,5.19555,44.2742,44.2742,44.0201,44.0558,44.4354,100,100,100,1501.8,0,0,141.342,141.321,0.0798014,0.0397887,5.35286,44.2759,44.2759,2.94114,44.2759,60.3394,47.8047,100,0,100,100,1,0,46.7158,-0.0115344,32767,32767,0,4,5348,604800,1,0,100,0,0,5.12743,0,-0.0363178,0,0.227526,0.232075,100,100,0,0,0,0,37.7778,37.7778,5.12742,-0.00502835,0.0262063,0.960712,77.4052,1,4.67741,0.157752,4.75202,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,44.0242,141.308,29.7725,0,60.7196,100,0,0.0428821,0,44.4236,0,9.59995,0,1,0,60.7047,0,0,0,0,16,2,0,0,0,120.493,44.2742,268698112,1,1,0.0336531,0,0,0,59.9543,100,141.321,141.343,49.9619,141.343,44.2742,5.83,16.8005,100,0,1,1,44.2759,5.42807,0.0219149,141.343,0.0550657,0.0199521,44.2759,5.23263,44.2742,43.9937,0,100,100,1,1,0,0,11.6155,141.343,0.0815268,-0.000108762,0.0397241,44.2759,50.8378,0.631581,100,0,0,-1,0,6,0,0,0,0,0,47.8544,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.984355,1.26883,-0.0342127,0,0,0,-0.00390087,44.3444105859914,-0.00735711,1,60.2569,0,88.1500005086229,0,11.7159514314894,0,0.446719,1.00819,44.2742,0,0,9,3.93757,78.2312,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00609747,0,0.0201163,1,0,0,1,0,0,0,0,0,0.0340058,0,0,0,0,0,2,5,0,1,0,0,141.308,0.0547305,0.0422392,5.25103,44.2742,44.2742,44.0026,44.0386,44.424,100,100,100,1507.59,0,0,141.342,141.321,0.0803588,0.0391925,5.41668,44.2759,44.2759,2.94223,44.2759,60.2583,47.781,100,0,100,100,1,0,46.7158,-0.0225266,32767,32767,0,4,5349,604800,1,0,100,0,0,5.20013,0,-0.0428548,0,0.631581,0.627589,100,100,0,0,0,0,37.7778,37.7778,5.20012,-0.00685911,0.0272761,1.01674,77.406,1,4.67742,0.157735,4.75204,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,44.0076,141.307,29.7725,0,60.6366,100,0,0.0416688,0,44.4122,0,9.59995,0,1,0,60.6219,0,0,0,0,16,2,0,0,0,120.401,44.2742,268698112,1,1,0.034159,0,0,0,59.9542,100,141.321,141.343,49.9618,141.343,44.2742,5.83,16.7507,100,0,1,1,44.2759,5.488,0.0255822,141.343,0.0540359,0.0311968,44.2759,5.34739,44.2742,43.9762,0,100,100,1,1,0,0,11.6155,141.343,0.081252,0.000637797,0.0401333,44.2759,50.8034,0.608391,100,0,0,-1,0,6,0,0,0,0,0,47.9433,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.986184,1.25408,-0.0225936,0,0,0,-0.00419582,44.3444105859914,-0.00197323,1,60.1752,0,88.1666671752896,0,11.7159504283044,0,0.460132,1.00819,44.2742,0,0,9,3.93756,78.2293,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.0062873,0,0.00227813,1,0,0,1,0,0,0,0,0,0.0346686,0,0,0,0,0,2,5,0,1,0,0,141.307,0.053937,0.0359556,5.33627,44.2742,44.2742,43.9849,44.0209,44.4126,100,100,100,1504.36,0,0,141.342,141.321,0.0806109,0.0386991,5.47616,44.2759,44.2759,2.94332,44.2759,60.1766,47.7573,100,0,100,100,1,0,46.7158,-0.0116728,32767,32767,0,4,5350,604800,1,0,100,0,0,5.27554,0,-0.0510865,0,0.608391,0.382627,100,100,0,0,0,0,37.7778,37.7778,5.27554,-0.00662594,0.0355407,1.05281,77.4067,1,4.67744,0.157742,4.75203,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,43.9902,141.306,29.7725,0,60.5529,100,0,0.0411653,0,44.4008,0,9.59995,0,1,0,60.5382,0,0,0,0,16,2,0,0,0,120.455,44.2742,268698112,1,1,0.0345845,0,0,0,59.9541,100,141.321,141.343,49.9617,141.343,44.2742,5.83,16.6525,100,0,1,1,44.2759,5.54857,0.0258037,141.343,0.0537462,0.0178148,44.2759,5.39679,44.2742,43.9584,0,100,100,1,1,0,0,11.6155,141.343,0.0807713,7.70516e-05,0.0405604,44.2759,50.769,0.42498,100,0,0,-1,0,6,0,0,0,0,0,48.0335,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.988039,1.10576,-0.0052845,0,0,0,-0.00428925,44.3444105859914,-0.00438485,1,60.0926,0,88.1833338419562,0,11.7159492997932,0,0.464119,1.00819,44.2742,0,0,9,3.93755,78.2273,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00618892,0,-0.0133278,1,0,0,1,0,0,0,0,0,0.0351994,0,0,0,0,0,2,5,0,1,0,0,141.306,0.0535248,0.0275594,5.41666,44.2742,44.2742,43.967,44.003,44.4012,100,100,100,1497.98,0,0,141.342,141.32,0.0804891,0.0384637,5.53943,44.2759,44.2759,2.94441,44.2759,60.094,47.7336,100,0,100,100,1,0,46.7158,0.00079034,32767,32767,0,4,5351,604800,1,0,100,0,0,5.35242,0,-0.0588341,0,0.42498,0.369673,100,100,0,0,0,0,37.7778,37.7778,5.35241,-0.00641649,0.0431999,1.04679,77.4075,1,4.67745,0.157749,4.75202,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,43.9724,141.306,29.7725,0,60.4683,100,0,0.0411729,0,44.3893,0,9.49995,0,1,0,60.4536,0,0,0,0,16,2,0,0,0,120.438,44.2742,268698112,1,1,0.0346552,0,0,0,59.954,100,141.32,141.343,49.9617,141.343,44.2742,5.83,16.6138,100,0,1,1,44.2759,5.64597,0.0251106,141.343,0.0541431,-0.0097851,44.2759,5.47156,44.2742,43.9405,0,100,100,1,1,0,0,11.6155,141.343,0.080199,-0.00137303,0.0409888,44.2759,50.7346,0.745565,100,0,0,-1,0,6,0,0,0,0,0,48.1249,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.989919,1.37819,0.00940772,0,0,0,-0.00416619,44.3444106757992,-0.0111462,1,60.0091,0,88.2000005086229,0,11.7159481712819,0,0.432783,1.00819,44.2742,0,0,9,3.93754,78.2253,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00586905,0,-0.02405,1,0,0,1,0,0,0,0,0,0.0355898,0,0,0,0,0,2,5,0,1,0,0,141.306,0.0533492,0.0191354,5.47942,44.2742,44.2742,43.949,43.9849,44.3897,100,100,100,1495.45,0,0,141.342,141.32,0.080062,0.0385134,5.63973,44.2759,44.2759,2.94549,44.2759,60.0106,47.7098,100,0,100,100,1,0,46.7158,0.0130649,32767,32767,0,4,5352,604800,1,0,100,0,0,5.42704,0,-0.0690029,0,0.745565,0.670554,100,100,0,0,0,0,37.7778,37.7778,5.42704,-0.00689849,0.0482554,1.03623,77.4083,1,4.67746,0.157744,4.75203,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,43.9547,141.305,29.7725,0,60.3851,100,0,0.0414551,0,44.3778,0,9.49995,0,1,0,60.3706,0,0,0,0,16,2,0,0,0,120.461,44.2742,268698112,1,1,0.0343824,0,0,0,59.9539,100,141.32,141.343,49.9616,141.343,44.2742,5.83,16.7858,100,0,1,1,44.2759,5.73285,0.0225209,141.343,0.0548299,-0.0202635,44.2759,5.55346,44.2742,43.9226,0,100,100,1,1,0,0,11.6155,141.343,0.0795581,-0.00553791,0.0413878,44.2759,50.7002,0.866797,100,0,0,-1,0,6,0,0,0,0,0,48.2175,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.991824,1.48623,0.018413,0,0,0,-0.00391896,44.3444106757992,-0.0200344,1,59.9273,0,88.2166671752896,0,11.7159470425793,0,0.416347,1.00819,44.2742,0,0,9,3.93754,78.2233,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00542341,0,-0.028259,1,0,0,1,0,0,0,0,0,0.03583,0,0,0,0,0,2,5,0,1,0,0,141.305,0.0533108,0.00999252,5.56316,44.2742,44.2742,43.931,43.9668,44.3782,100,100,100,1506.64,0,0,141.342,141.32,0.0794823,0.0387569,5.72992,44.2759,44.2759,2.94657,44.2759,59.9289,47.6861,100,0,100,100,1,0,46.7158,0.0145577,32767,32767,0,4,5353,604800,1,0,100,0,0,5.49719,0,-0.0791717,0,0.866797,0.765683,100,100,0,0,0,0,37.7778,37.7778,5.49719,-0.00871895,0.0506137,1.02534,77.409,1,4.67746,0.15769,4.75208,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,43.9376,141.304,29.7725,0,60.3031,100,0,0.041806,0,44.3663,0,9.49995,0,1,0,60.2887,0,0,0,0,16,2,0,0,0,120.758,44.2742,268698112,1,1,0.0340265,0,0,0,59.9538,100,141.32,141.343,49.9615,141.343,44.2742,5.83,17.2302,100,0,1,1,44.2759,5.83567,0.00600039,141.343,0.0555241,-0.0214483,44.2759,5.60596,44.2742,43.9048,0,100,100,1,1,0,0,11.6155,141.343,0.0794746,-0.00891527,0.0416907,44.2759,50.6657,0.930734,100,0,0,-1,0,6,0,0,0,0,0,48.3113,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.993752,1.54665,0.0172525,0,0,0,-0.00372922,44.3444107658816,-0.0175782,1,59.8474,0,88.2333338419562,0,11.7159457887417,0,0.384395,1.00819,44.2742,0,0,9,3.93753,78.2213,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00495605,0,-0.027178,1,0,0,1,0,0,0,0,0,0.0359385,0,0,0,0,0,2,5,0,1,0,0,141.304,0.0533411,0.00348683,5.61234,44.2742,44.2742,43.9131,43.9487,44.3667,100,100,100,1535.36,0,0,141.342,141.319,0.0789636,0.0390721,5.83704,44.2759,44.2759,2.94764,44.2759,59.849,47.6622,100,0,100,100,1,0,46.7158,0.0075508,32767,32767,0,4,5354,604800,1,0,100,0,0,5.56264,0,-0.089099,0,0.930734,0.781444,100,100,0,0,0,0,37.7778,37.7778,5.56263,-0.0106737,0.0514359,1.01565,77.4098,1,4.67746,0.157569,4.7522,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,43.9211,141.303,29.7725,0,60.2224,100,0,0.0420883,0,44.3547,0,9.49995,0,1,0,60.208,0,0,0,0,16,2,0,0,0,120.577,44.2742,268698112,1,1,0.0336982,0,0,0,59.9537,100,141.319,141.343,49.9614,141.343,44.2742,5.83,17.9399,100,0,1,1,44.2759,5.88286,-0.0190158,141.343,0.0560886,-0.0164973,44.2759,5.67396,44.2742,43.8871,0,100,100,1,1,0,0,11.6155,141.343,0.0794825,-0.0106163,0.0415356,44.2759,50.6313,0.968179,100,0,0,-1,0,6,0,0,0,0,0,48.4061,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.995704,1.58469,0.00946885,0,0,0,-0.0036952,44.3444107658816,-0.0150776,1,59.7695,0,88.2500005086229,0,11.7159446602304,0,0.369352,1.00819,44.2742,0,0,9,3.93753,78.2193,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00452274,0,-0.0247774,1,0,0,1,0,0,0,0,0,0.0359493,0,0,0,0,0,2,5,0,1,0,0,141.303,0.0534097,-0.00190675,5.67796,44.2742,44.2742,43.8951,43.9306,44.3551,100,100,100,1580.67,0,0,141.342,141.319,0.0785746,0.0392953,5.88939,44.2759,44.2759,2.94872,44.2759,59.7711,47.6383,100,0,100,100,1,0,46.7158,-0.00443317,32767,32767,0,4,5355,604800,1,0,100,0,0,5.62478,0,-0.100236,0,0.968179,0.808487,100,100,0,0,0,0,37.7778,37.7778,5.62477,-0.0118787,0.0503321,1.00302,77.4107,1,4.67746,0.157406,4.75237,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.14,1.22628,0,100,42.1639,43.9051,141.303,29.7725,0,60.1423,100,0,0.0422486,0,44.3431,0,9.39995,0,1,0,60.1281,0,0,0,0,16,2,0,0,0,120.78,44.2742,268698112,1,1,0.0334914,0,0,0,59.9536,100,141.319,141.343,49.9613,141.343,44.2742,5.83,18.9117,100,0,1,1,44.2759,5.97789,-0.0201053,141.343,0.0564163,-0.00781471,44.2759,5.73583,44.2742,43.8694,0,100,100,1,1,0,0,11.6155,141.343,0.0794599,-0.0112715,0.0411911,44.2759,50.597,0.95859,100,0,0,-1,0,6,0,0,0,0,0,48.502,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.997676,1.58215,0.00129713,0,0,0,-0.00388915,44.3444107658816,-0.00892868,1,59.6928,0,88.2666671752896,0,11.7159435315278,0,0.364259,1.00819,44.2742,0,0,9,3.93752,78.2173,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00412492,0,-0.0230503,1,0,0,1,0,0,0,0,0,0.035889,0,0,0,0,0,2,5,0,1,0,0,141.303,0.0535469,-0.00547491,5.7396,44.2742,44.2742,43.8771,43.9125,44.3435,100,100,100,1634.52,0,0,141.342,141.319,0.0783229,0.0393841,5.98356,44.2759,44.2759,2.94978,44.2759,59.6945,47.6145,100,0,100,100,1,0,46.7158,-0.0183765,32767,32767,0,4,5356,604800,1,0,100,0,0,5.6851,0,-0.111374,0,0.95859,0.819947,100,100,0,0,0,0,37.7778,37.7778,5.68509,-0.0120151,0.0480314,0.998387,77.4116,1,4.67746,0.157224,4.75255,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.1399,1.22628,0,100,42.1639,43.8889,141.302,29.7725,0,60.0651,100,0,0.0424014,0,44.3315,0,9.39995,0,1,0,60.0509,0,0,0,0,16,2,0,0,0,120.453,44.2742,268698112,1,1,0.0334301,0,0,0,59.9534,100,141.319,141.343,49.9612,141.343,44.2742,5.83,20.0313,100,0,1,1,44.2759,6.07772,-0.013111,141.343,0.0565604,-4.73408e-05,44.2759,5.79669,44.2742,43.8518,0,100,100,1,1,0,0,11.6155,141.343,0.0793914,-0.0111661,0.0409088,44.2759,50.5625,0.977221,100,0,0,-1,0,6,0,0,0,0,0,48.5989,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,0.99967,1.60393,-0.00292,0,0,0,-0.00427123,44.344410855964,-0.00137583,1,59.6191,0,88.2833338419562,0,11.7159422776902,0,0.383661,1.00819,44.2742,0,0,9,3.93752,78.2154,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.00374644,0,-0.0225683,1,0,0,1,0,0,0,0,0,0.035768,0,0,0,0,0,2,5,0,1,0,0,141.302,0.0538291,-0.00877822,5.79413,44.2742,44.2742,43.8592,43.8943,44.3319,100,100,100,1691.4,0,0,141.342,141.319,0.0781551,0.0393655,6.081,44.2759,44.2759,2.95085,44.2759,59.6208,47.5906,100,0,100,100,1,0,46.7158,-0.0258413,32767,32767,0,4,5357,604800,1,0,100,0,0,5.74697,0,-0.122753,0,0.977221,0.814955,100,100,0,0,0,0,37.7778,37.7778,5.74696,-0.0109204,0.0454774,0.997814,77.4125,1,4.67745,0.157038,4.75273,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
25.1399,1.22628,0,100,42.1639,43.8722,141.301,29.7725,0,59.9907,100,0,0.042661,0,44.3198,0,9.39995,0,1,0,59.9767,0,0,0,0,16,2,0,0,0,120.437,44.2742,268698112,1,1,0.0335328,0,0,0,59.9533,100,141.319,141.343,49.9611,141.343,44.2742,5.83,21.0549,100,0,1,1,44.2759,6.17305,-0.00470422,141.343,0.0560637,0.016327,44.2759,5.87004,44.2742,43.8342,0,100,100,1,1,0,0,11.6155,141.343,0.0793075,-0.0108501,0.040758,44.2759,50.528,0.972098,100,0,0,-1,0,6,0,0,0,0,0,48.6969,0,0,19.66,0,0,13.4,0,0,0,0,141.343,0,0,1.00169,1.60522,-0.00260773,0,0,0,-0.00471772,44.344410855964,0.000205222,1,59.5482,0,88.3000005086229,0,11.7159411489876,0,0.412855,1.00819,44.2742,0,0,9,3.93752,78.2136,48988,1,4,0,141.343,0,141.343,1,141.343,0,0.0033598,0,-0.0243175,1,0,0,1,0,0,0,0,0,0.0356055,0,0,0,0,0,2,5,0,1,0,0,141.301,0.0541037,-0.0104681,5.86133,44.2742,44.2742,43.8412,43.8762,44.3203,100,100,100,1742.2,0,0,141.342,141.318,0.0779874,0.0393108,6.17422,44.2759,44.2759,2.95191,44.2759,59.5499,47.5667,100,0,100,100,1,0,46.7158,-0.0263843,32767,32767,0,4,5358,604800,1,0,100,0,0,5.81299,0,-0.133406,0,0.972098,0.846154,100,100,0,0,0,0,37.7778,37.7778,5.81299,-0.0091409,0.0431372,1.00334,77.4136,1,4.67744,0.156856,4.75292,11,52,1,0,0,1,0,0,141.342,0,141.342,141.342,0
