Speed,RPM,Throttle,Brake,SteeringWheelAngle,Lap,FuelLevel,Time
75.8212727,8549.03650,100.000000,0.000000,-0.00837436,17,60.0998153,5.0833333312999995
75.8350869,8558.56533,100.000000,0.000000,-0.00974119,17,60.0993216,5.0999999979599995
75.8480393,8565.36828,100.000000,0.000000,-0.01073086,17,60.0988262,5.116666664619999
75.8692177,8570.80213,100.000000,0.000000,-0.01084083,17,60.0983377,5.133333331279999
75.8912905,8568.33929,100.000000,0.000000,-0.01084083,17,60.0978492,5.14999999794
75.9128943,8538.83695,100.000000,0.000000,-0.01084083,17,60.0973577,5.1666666646
75.9324651,8532.46912,100.000000,0.000000,-0.01084083,17,60.0968661,5.18333333126
75.9504094,8544.60890,100.000000,0.000000,-0.01084083,17,60.0963746,5.19999999792
75.9633498,8579.26882,100.000000,0.000000,-0.01084083,17,60.0958831,5.21666666458
75.9771802,8607.88557,100.000000,0.000000,-0.01062090,17,60.0953916,5.23333333124
